id,Zip Code,area,age_con,sex,ethnicity,,,,,,,q44,q45,q46,q48,q50,q51_1,q51_2,q51_3,q52_1,,q52_2,,q52_3,,q52_4,,q52_5,,q52_6,,q52_7,,q52_8,,q52_9,,q52_10,,,sts,trust,conspiracy,complexity,open,conscie,extrav,agreeab,neuro
2240,85353,urban,18,Female,Hispanic,3,3,3,Single,Unemployed,1,Did not vote,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,dust storm,wildfires,storms,High impact,3,Medium impact,2,High impact,3,Medium impact,2,High impact,3,Medium impact,2,High impact,3,High impact,3,High impact,3,High impact,3,14,27,1.6666666,5,16,19,12,15,19,15
2241,85255,urban,71,Female,White/Caucasian,7,5,2,Married or Partnered,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,Economy,,,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,5,18,3.3333333,11,13,10,15,12,16,12
2242,86326,rural,76,Female,White/Caucasian,2,2,1,Widowed,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,None,,,Low impact,1,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,Low impact,1,2,26,3.6666667,5,8,18,15,18,21,9
2243,85745,urban,80,Female,White/Caucasian,8,6,1,Widowed,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Inflation,Climate Change,Public Lying,High impact,3,Low impact,1,High impact,3,Low impact,1,Low impact,1,Low impact,1,No impact,0,Medium impact,2,No impact,0,Medium impact,2,5,26,4,8,18,17,19,14,18,7
2245,85035,urban,21,Female,White/Caucasian,4,3,3,Married or Partnered,Unemployed,0,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Student Loan Debt,,,Medium impact,2,No impact,0,Medium impact,2,No impact,0,No impact,0,No impact,0,Medium impact,2,Low impact,1,Low impact,1,No impact,0,4,22,3.6666667,5,12,19,13,8,19,21
2246,85201,urban,22,Female,Hispanic,10,2,2,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,wildfires,,,Low impact,1,No impact,0,Medium impact,2,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,1,22,3,5,17,20,19,15,18,14
2247,85323,urban,43,Female,White/Caucasian,5,3,5,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,Corona,,,Medium impact,2,High impact,3,Low impact,1,No impact,0,No impact,0,No impact,0,High impact,3,High impact,3,No impact,0,Low impact,1,7,27,3.6666667,9,11,17,21,17,19,8
2249,85283,urban,33,Male,White/Caucasian,7,6,1,Single,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,None,,,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,1,20,2.6666667,5,17,17,14,16,12,14
2250,86047,rural,18,Male,Native American,5,2,4,Single,Employed Full-time,1,Republican (Opposing Party),That there is no great gap between rich and poor,Democracy,Democracy,Neither,Covid-19,Presidential elections,Chine and US relations,High impact,3,High impact,3,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,High impact,3,High impact,3,Medium impact,2,High impact,3,13,29,3.6666667,16,17,20,20,14,17,10
2251,86004,urban,20,Male,Black/African-American,6,2,6,Single,Employed Full-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,Covid 19,,,High impact,3,High impact,3,High impact,3,No impact,0,Low impact,1,Low impact,1,Low impact,1,High impact,3,No impact,0,Low impact,1,6,31,3.3333333,5,15,19,12,15,19,17
2252,85138,urban,19,Male,Hispanic,8,5,2,Married or Partnered,Employed Part-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,covid,,,High impact,3,Low impact,1,High impact,3,No impact,0,No impact,0,High impact,3,Medium impact,2,Medium impact,2,High impact,3,No impact,0,10,21,3,12,12,15,16,15,17,17
2254,85008,rural,24,Male,Hispanic,7,2,1,Single,Employed Full-time,2,Did not vote,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,I donât,I didnt,Dont,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,8,25,3,13,15,14,13,12,14,12
2255,85339,urban,72,Male,White/Caucasian,5,3,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,The heat,,,Low impact,1,Low impact,1,Low impact,1,No impact,0,Low impact,1,Low impact,1,No impact,0,Low impact,1,No impact,0,Low impact,1,3,23,3.6666667,5,15,15,17,11,16,8
2256,85037,urban,52,Male,Hispanic,4,3,4,Seperated,Employed Part-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,War,,,Medium impact,2,Low impact,1,No impact,0,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,9,24,2,18,12,15,14,14,21,9
2257,85382,urban,53,Female,White/Caucasian,9,5,4,Married or Partnered,Employed Full-time,2,Did not vote,That there is no great gap between rich and poor,Democracy,Neither,Democracy,War in Ukraine,,,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,5,27,3,5,15,13,19,14,16,13
2258,85015,urban,68,Male,White/Caucasian,1,4,1,Single,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,The extreme heat,,,Low impact,1,Low impact,1,Low impact,1,Low impact,1,No impact,0,Low impact,1,No impact,0,Low impact,1,Low impact,1,Low impact,1,4,20,4.3333335,8,15,11,14,11,18,9
2260,86001,urban,21,Female,White/Caucasian,4,5,3,Single,Employed Part-time,1,Did not vote,That there is a well-functioning social system,Democracy,Democracy,Democracy,climate change,,,Medium impact,2,High impact,3,High impact,3,Medium impact,2,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,7,23,3.6666667,9,13,16,10,16,19,13
2262,85017,urban,34,Female,White/Caucasian,3,3,4,Married or Partnered,Employed Full-time,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,None,,,High impact,3,Medium impact,2,Low impact,1,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,Medium impact,2,Medium impact,2,5,24,1.6666666,16,13,16,20,18,17,13
2263,85379,urban,42,Female,White/Caucasian,8,6,6,Married or Partnered,Employed Part-time,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,Inflation,Border,Educayion,High impact,3,Medium impact,2,No impact,0,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,No impact,0,No impact,0,3,27,3,12,6,15,18,19,14,17
2264,85224,urban,40,Female,White/Caucasian,5,6,5,Seperated,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Fire,COVID,,High impact,3,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,High impact,3,Medium impact,2,Medium impact,2,Low impact,1,9,21,3.3333333,13,15,10,15,12,12,17
2265,85201,urban,60,Male,White/Caucasian,7,4,2,Seperated,Employed Part-time,0,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,Inflation,,,High impact,3,Medium impact,2,No impact,0,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,7,26,2.6666667,11,5,10,18,5,16,11
2266,85050,urban,56,Female,White/Caucasian,4,4,4,Married or Partnered,Employed Part-time,1,Did not vote,That the people elect the respective head of state in free elections,Autocracy,Autocracy,Democracy,Covid,Hate crimes,Riots,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,High impact,3,14,24,2,12,16,11,14,15,16,16
2267,85123,rural,54,Female,Hispanic,1,2,3,Single,Employed Part-time,1,Democratic (Ruling Party),That there is no great gap between rich and poor,Democracy,Democracy,Democracy,Covid 19,,,No impact,0,No impact,0,Medium impact,2,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,1,19,3,10,13,11,15,11,15,14
2269,85248,urban,75,Male,White/Caucasian,7,6,2,Married or Partnered,Retired,3,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,None,,,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,High impact,3,No impact,0,Low impact,1,4,26,4,8,5,15,18,12,17,5
2272,85742,urban,57,Male,Hispanic,6,3,3,Married or Partnered,Employed Full-time,0,Did not vote,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,Disaster- weather disasters,,,Low impact,1,Medium impact,2,High impact,3,High impact,3,Medium impact,2,Low impact,1,High impact,3,Medium impact,2,Low impact,1,Low impact,1,8,19,3.3333333,11,17,11,16,17,8,13
2274,85207,urban,28,Male,White/Caucasian,5,3,3,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,COVID-19,,,High impact,3,Medium impact,2,High impact,3,Low impact,1,No impact,0,Low impact,1,High impact,3,High impact,3,Low impact,1,Low impact,1,9,22,1.6666666,9,15,14,19,14,19,10
2275,85710,urban,68,Male,White/Caucasian,2,5,5,Married or Partnered,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Open border policy instigated by the current administration,Fake climate control measures restricting our nation's energy resources,Energy crisis initiated by Democrats to cause inflation and chaos and poverty,High impact,3,High impact,3,No impact,0,Medium impact,2,No impact,0,Low impact,1,Low impact,1,No impact,0,No impact,0,Low impact,1,3,29,3.6666667,10,7,18,15,11,14,12
2277,86004,urban,87,Male,White/Caucasian,6,2,1,Widowed,Retired,1,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Autocracy,Neither,DEMECRATS,,,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,1,19,3.6666667,8,12,10,19,13,19,11
2278,85716,urban,49,Male,Hispanic,2,5,1,Single,Employed Part-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,The monsoons,Tropical storm Hilary,Hurricane Lee,High impact,3,Low impact,1,Medium impact,2,No impact,0,Low impact,1,No impact,0,Low impact,1,Medium impact,2,Low impact,1,No impact,0,4,21,3.3333333,8,13,15,18,11,18,12
2280,85296,urban,69,Male,White/Caucasian,7,4,3,Married or Partnered,Retired,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Border invasion,Inflation,,High impact,3,High impact,3,No impact,0,Low impact,1,High impact,3,Medium impact,2,High impact,3,No impact,0,High impact,3,High impact,3,11,27,5,12,8,11,21,16,19,3
2283,85326,urban,28,Male,Hispanic,1,2,1,Single,Unemployed,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,The titanic submarine implosion,,,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,24,3.3333333,11,14,20,14,17,21,17
2287,85301,urban,69,Female,White/Caucasian,4,5,2,Seperated,Retired,3,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Inflation,Crime,Climate,Medium impact,2,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,No impact,0,No impact,0,Medium impact,2,Medium impact,2,Medium impact,2,6,31,5,5,17,16,19,13,19,5
2288,85006,urban,48,Male,Hispanic,3,2,2,Seperated,Employed Part-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,,The New world order meeting stating 1 billion people need to be gone dead,,Medium impact,2,High impact,3,High impact,3,High impact,3,Medium impact,2,High impact,3,Medium impact,2,High impact,3,Medium impact,2,High impact,3,13,21,2.6666667,13,14,15,14,15,16,11
2289,85743,urban,78,Female,White/Caucasian,6,5,5,Widowed,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,guns,Trump,,Medium impact,2,Medium impact,2,High impact,3,High impact,3,Medium impact,2,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,Medium impact,2,11,20,4.3333335,8,17,14,17,12,21,3
2290,85048,urban,51,Male,White/Caucasian,8,6,1,Single,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Autocracy,Autocracy,Neither,Covid,Inflation,,High impact,3,High impact,3,No impact,0,No impact,0,Low impact,1,High impact,3,Low impact,1,No impact,0,Low impact,1,Medium impact,2,7,27,4.3333335,9,5,13,19,11,15,7
2291,85305,urban,58,Female,White/Caucasian,7,2,2,Married or Partnered,Employed Part-time,2,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,Ukraine War,Opioid Crisis,Delayed Justice,Medium impact,2,Low impact,1,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,Low impact,1,2,13,2.3333333,5,8,12,14,13,16,14
2292,85345,rural,32,Male,Hispanic,1,3,3,Single,Unemployed,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,Hawaii fires,Hurricane Hilary,Burning man event festival,No impact,0,High impact,3,Medium impact,2,No impact,0,No impact,0,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,6,29,4,6,15,21,15,17,21,21
2293,85296,rural,50,Male,White/Caucasian,10,5,4,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,No,,,Medium impact,2,High impact,3,No impact,0,Medium impact,2,No impact,0,Low impact,1,No impact,0,No impact,0,Low impact,1,Low impact,1,3,26,3.6666667,6,11,12,19,12,16,11
2294,85283,urban,33,Male,White/Caucasian,10,5,5,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,covid-19,,,Medium impact,2,Low impact,1,High impact,3,High impact,3,Medium impact,2,High impact,3,No impact,0,High impact,3,Low impact,1,Medium impact,2,9,24,3,9,15,11,18,18,13,11
2296,85367,rural,50,Female,White/Caucasian,7,3,2,Married or Partnered,Other,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,I can't think of a crisis that has affected me much,,,Low impact,1,Low impact,1,Low impact,1,No impact,0,Low impact,1,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,1,18,3.3333333,12,13,10,16,18,19,15
2297,85120,urban,73,Female,White/Caucasian,5,3,2,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,The trial of the insurgents,Trumps actions,The fires and tornadoes,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,Low impact,1,High impact,3,High impact,3,High impact,3,12,22,4.3333335,6,15,13,17,19,18,16
2298,86442,urban,74,Female,White/Caucasian,6,2,2,Married or Partnered,Retired,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,climate,crime,,No impact,0,Medium impact,2,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,14,3,12,15,7,14,13,15,13
2299,85215,urban,69,Female,White/Caucasian,7,5,1,Seperated,Employed Full-time,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,homelessness,,,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,5,20,4.3333335,5,12,13,21,20,20,5
2300,85033,urban,51,Male,White/Caucasian,9,5,4,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Neither,Neither,My brother passing,,,Medium impact,2,No impact,0,No impact,0,No impact,0,Low impact,1,Medium impact,2,No impact,0,Medium impact,2,Low impact,1,Low impact,1,6,31,3.6666667,9,12,16,15,17,11,9
2302,85382,rural,56,Female,White/Caucasian,7,3,2,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,Border crisis,Presidents ability,Inflation,High impact,3,High impact,3,No impact,0,Low impact,1,Low impact,1,Low impact,1,No impact,0,No impact,0,Low impact,1,Low impact,1,3,22,2.3333333,7,10,14,16,17,15,13
2303,85705,urban,46,Male,White/Caucasian,2,3,1,Seperated,Other,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,wild fires,divorce,,High impact,3,Medium impact,2,Low impact,1,No impact,0,Medium impact,2,Low impact,1,Medium impact,2,High impact,3,No impact,0,No impact,0,6,17,3,8,14,10,17,18,15,12
2304,85306,urban,58,Male,White/Caucasian,7,2,6,Single,Employed Full-time,1,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,Employment problem letting employers get away with loop holes in the system,,,High impact,3,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,High impact,3,Medium impact,2,Low impact,1,No impact,0,8,29,3,8,14,16,13,12,15,6
2305,85382,urban,52,Male,White/Caucasian,8,2,4,Married or Partnered,Employed Full-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Heath related problems,,,Medium impact,2,Low impact,1,No impact,0,Low impact,1,No impact,0,Low impact,1,Low impact,1,Low impact,1,No impact,0,Low impact,1,4,18,3,7,14,11,16,15,17,12
2306,86047,urban,54,Male,White/Caucasian,4,2,3,Seperated,Employed Part-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,The economy,Inflation,Political greed,High impact,3,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,6,23,3,14,12,14,15,14,15,8
2307,85351,urban,75,Female,White/Caucasian,6,5,2,Married or Partnered,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,The wild fires on Maui,A tropical storm that hit Southern California,More than 30 days of 110 plus temperatures at our desert home in Arizona,High impact,3,High impact,3,Low impact,1,No impact,0,No impact,0,Low impact,1,No impact,0,Medium impact,2,Low impact,1,No impact,0,4,19,4,6,12,12,18,14,16,5
2308,85308,urban,40,Female,White/Caucasian,1,2,4,Seperated,Employed Full-time,0,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Autocracy,Covid,,,Medium impact,2,High impact,3,Medium impact,2,Low impact,1,No impact,0,No impact,0,Low impact,1,High impact,3,No impact,0,No impact,0,4,36,1,9,13,18,20,15,18,14
2309,85029,urban,32,Female,Native American,5,3,6,Married or Partnered,Employed Full-time,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,Covid-19,,,Medium impact,2,High impact,3,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,No impact,0,Low impact,1,No impact,0,Medium impact,2,4,24,3.6666667,15,12,18,21,16,21,4
2310,85257,urban,52,Female,White/Caucasian,2,4,1,Single,Unemployed,1,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Democracy,Inflation,Covid,Global warming,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,Medium impact,2,13,26,4,5,14,15,18,16,19,12
2311,85019,urban,68,Male,White/Caucasian,3,3,1,Seperated,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,none,,,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,19,3.3333333,10,12,15,21,11,19,5
2312,85750,urban,72,Male,White/Caucasian,8,3,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,election nonsense,covid,weather/climate change,No impact,0,No impact,0,Medium impact,2,No impact,0,No impact,0,High impact,3,No impact,0,Medium impact,2,No impact,0,No impact,0,5,34,4,5,17,21,20,21,17,6
2313,85225,urban,45,Male,White/Caucasian,8,4,6,Married or Partnered,Employed Full-time,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,covid,ukraine war,,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,7,18,3.3333333,12,13,12,13,13,15,12
2314,85201,urban,56,Male,Hispanic,4,3,3,Single,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Not having food to eat because everything expensive,Not having money for emergency,Being sick unable to work,High impact,3,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,7,26,2.3333333,8,14,14,12,10,15,15
2315,85340,urban,52,Male,White/Caucasian,7,4,6,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,Cost of living has gone up,,,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,5,28,3,8,14,14,17,13,13,13
2316,85208,urban,73,Male,White/Caucasian,4,6,2,Married or Partnered,Employed Part-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Corona,,,Medium impact,2,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,1,21,4,6,10,13,15,13,19,5
2319,85737,urban,42,Male,White/Caucasian,2,3,1,Single,Employed Full-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Maui,Inflation,Lockdown,High impact,3,High impact,3,No impact,0,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,High impact,3,Low impact,1,12,18,3,12,11,14,13,17,13,12
2321,85304,urban,27,Male,White/Caucasian,6,3,2,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Autocracy,Autocracy,Covid,Climate change,,High impact,3,High impact,3,High impact,3,Medium impact,2,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,9,22,3,7,17,9,16,6,10,19
2322,85388,urban,38,Male,White/Caucasian,3,2,2,Single,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,Cov-19,,,Medium impact,2,High impact,3,Medium impact,2,High impact,3,Low impact,1,Low impact,1,Medium impact,2,High impact,3,Low impact,1,Low impact,1,8,22,3,13,9,14,17,14,18,12
2323,86314,rural,76,Female,White/Caucasian,7,2,2,Married or Partnered,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,energy crisis could be solved by allowing drilling and refining oil and natural gas,all nations need to develop nucellar power,,Medium impact,2,Medium impact,2,No impact,0,Low impact,1,No impact,0,Low impact,1,No impact,0,No impact,0,Low impact,1,Low impact,1,3,25,4.3333335,8,9,14,18,13,19,10
2324,85650,rural,72,Female,White/Caucasian,7,6,2,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,None,,,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,18,2.3333333,8,14,21,15,3,11,12
2325,86326,rural,42,Female,Native American,5,5,6,Married or Partnered,Other,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,Fires that are supposed to be natural,War in Ukraine,New weather patterns,High impact,3,Medium impact,2,High impact,3,High impact,3,Medium impact,2,High impact,3,High impact,3,Low impact,1,Medium impact,2,Medium impact,2,11,32,3.6666667,11,12,19,17,14,15,7
2326,85326,urban,34,Male,Asian,6,5,1,Single,Employed Full-time,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Autocracy,Neither,Democracy,Covid,Death,,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,No impact,0,High impact,3,Medium impact,2,High impact,3,High impact,3,Low impact,1,12,27,3.3333333,15,12,18,21,18,20,7
2327,85122,urban,57,Female,White/Caucasian,3,5,6,Seperated,Unemployed,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,War in Ukrain,Covid,,High impact,3,Low impact,1,High impact,3,High impact,3,Medium impact,2,Medium impact,2,Low impact,1,High impact,3,Low impact,1,Low impact,1,8,34,3,10,16,18,18,13,19,15
2329,85283,urban,51,Female,Other,5,2,1,Seperated,Employed Part-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Neither,Covid,,,High impact,3,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,High impact,3,High impact,3,Medium impact,2,Medium impact,2,11,24,2.6666667,7,13,13,14,13,15,10
2331,86005,rural,36,Male,Hispanic,7,5,6,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,"Economic inflation has affected my income which in turn effects how we spend, travel, and enjoy life",,,High impact,3,No impact,0,Low impact,1,Low impact,1,No impact,0,No impact,0,Low impact,1,Low impact,1,No impact,0,Low impact,1,3,23,2.6666667,10,9,12,19,17,15,10
2332,85303,rural,39,Male,Black/African-American,5,3,5,Single,Employed Part-time,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,Unemployment,Homelessness,Drugs,Medium impact,2,Low impact,1,No impact,0,Medium impact,2,No impact,0,No impact,0,Medium impact,2,Medium impact,2,Low impact,1,No impact,0,5,30,3,9,13,19,19,17,18,12
2333,85746,urban,44,Male,Hispanic,1,2,4,Single,Unemployed,2,Did not vote,That the people elect the respective head of state in free elections,Autocracy,Autocracy,Autocracy,Strokes,Siezures,,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,High impact,3,Low impact,1,Low impact,1,Low impact,1,7,36,2.3333333,13,11,21,15,15,15,15
2334,85050,urban,69,Female,White/Caucasian,7,4,3,Seperated,Retired,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Inflation,High prices on everything,High gas prices,High impact,3,High impact,3,No impact,0,Low impact,1,High impact,3,Medium impact,2,Low impact,1,Low impact,1,High impact,3,Low impact,1,8,27,3,13,8,13,19,18,19,10
2335,85718,urban,69,Female,White/Caucasian,6,6,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,None,,,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,Low impact,1,No impact,0,Low impact,1,No impact,0,No impact,0,2,26,4.3333335,5,18,21,16,12,13,7
2336,85281,rural,40,Male,Hispanic,2,3,1,Single,Employed Part-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Democracy,COVID-19,LAY OFF,DOLLAR INFLATION,High impact,3,High impact,3,Low impact,1,High impact,3,Low impact,1,No impact,0,High impact,3,Medium impact,2,Low impact,1,Low impact,1,7,26,3,9,14,21,20,15,12,14
