Respondent ID,Respondant Zip Code,Urban or Rural,Age,Gender,Ethnicity,Income Re-scaled see document for re-scaling,Education Re-scaled see document for rescaling,Household size Re-scaled see document for rescaling,Marital,Employment Simple,Elections: I think elections are fair and reliable Re-scaled see document for rescaling,"Last Election: Didn't Vote 0, Democrat 1, Republican 2",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live? ,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions? ,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled: 0=no impact 3=high impact,Energy Crisis Re-scaled 0=no impact 3=high impact,Climate Change Re-scaled 0=no impact 3=high impact,Lack of Natural Resources Re-scaled 0=no impact 3=high impact,Militarty Conflicts Re-scaled 0=no impact 3=high impact,Interstate Conflicts Re-scaled 0=no impact 3=high impact,Employment and Livelihood Re-scaled 0=no impact 3=high impact,Infectious Disease Re-scaled 0=no impact 3=high impact,AI Re-scaled 0=no impact 3=high impact,Cybersecurity Re-scaled 0=no impact 3=high impact,Composite Crisis Score (Sum of all Crisis Scores),Systems Thinking Score 0-36,Trust Score 1-5,Conspiracy 5-20,Complexity 5-20,Openness 3-21,Conscienciousness 3-21,Extroversion 3-21,Agreeableness 3-21,Neuroticism 3-21
2821,85641,Rural,51,Male,White,10,6,1,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,1,2,1,0,0,3,2,0,1,13,24,3.3333333,5,14,11,13,7,17,9
1969,85396,Rural,74,Male,White,8,4,2,Married,Retired,2,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,2,1,2,2,2,1,1,1,1,16,25,5,5,14,11,14,11,19,6
2443,86301,Urban,60,Female,White,4,5,2,Married,Retired,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,1,2,0,0,1,0,3,0,2,12,35,2.6666667,8,14,11,18,6,15,9
2738,85215,Urban,28,Female,White,8,5,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,1,1,0,3,1,1,14,25,3.3333333,8,15,11,16,11,18,19
1678,85212,Urban,52,Male,Hispanic,10,6,4,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,1,2,0,2,1,1,14,9,3.6666667,8,16,11,14,20,11,9
2046,86325,Rural,63,Female,White,7,3,1,Seperated,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,2,2,1,1,1,1,1,1,2,14,23,3.3333333,9,19,11,21,14,15,16
2436,85212,Urban,85,Male,White,8,6,2,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,3,2,0,2,0,2,16,24,3.6666667,9,14,11,14,13,16,8
2158,85901,Rural,72,Female,White,4,3,2,Married,Retired,1,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,2,2,1,1,1,1,0,1,1,3,13,28,3,10,13,11,17,12,15,9
1733,85212,Urban,46,Female,White,6,5,2,Single,Employed Full-time,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,2,3,1,0,1,3,0,0,2,15,28,1.6666666,13,17,11,16,8,18,21
1897,85297,Urban,49,Female,White,7,5,1,Married,Other,1,2,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,3,0,0,0,0,0,3,3,0,0,9,19,4.3333335,13,11,11,17,9,15,20
1585,85706,Urban,72,Female,White,4,3,4,Widowed,Retired,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,1,0,0,0,2,1,1,0,3,1,9,23,3.3333333,14,7,11,19,16,18,9
2394,85756,Urban,41,Male,White,4,5,5,Single,Employed Full-time,3,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,0,0,0,0,0,0,3,3,0,9,28,2.3333333,5,15,12,15,3,9,15
1676,85205,Urban,49,Female,Hispanic,9,3,3,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,2,1,1,1,1,1,1,2,1,13,26,3.3333333,5,13,12,17,17,17,11
1686,85748,Urban,24,Male,Hispanic,6,2,5,Single,Unemployed,0,0,That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,3,2,1,2,0,3,1,0,2,17,27,3,6,14,12,14,14,15,11
2337,85650,Urban,77,Male,White,8,5,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,1,0,0,2,0,1,2,1,10,26,3.3333333,7,13,12,18,13,15,10
1861,85208,Urban,44,Male,White,8,6,4,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,0,0,0,1,3,0,1,1,11,28,3.3333333,7,7,12,20,18,19,7
2087,85143,Rural,64,Female,White,4,2,3,Seperated,Retired,3,0,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,1,1,1,1,1,1,2,1,13,16,3.3333333,9,12,12,21,8,21,7
1619,86442,Rural,49,Female,White,7,5,3,Married,Employed Full-time,3,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,1,2,1,2,0,2,1,1,16,23,2.6666667,11,12,12,16,13,16,14
2444,85204,Urban,42,Female,Other,2,2,1,Seperated,Other,2,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,0,0,0,0,3,3,0,0,12,20,2.3333333,12,11,12,15,12,16,18
2230,85351,Urban,70,Male,White,4,3,2,Seperated,Unemployed,3,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,3,2,3,3,0,2,1,0,17,23,3,5,15,13,18,8,10,9
2825,86001,Rural,53,Male,Asian,10,6,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,3,0,2,0,1,3,1,1,14,27,4.6666665,5,14,13,18,8,18,9
1693,85224,Urban,56,Female,Hispanic,4,4,6,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,1,1,1,1,2,1,1,13,23,2.3333333,6,13,13,19,13,20,16
1636,85016,Urban,53,Female,White,1,6,1,Seperated,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,1,1,1,0,3,1,1,15,24,4.3333335,7,17,13,17,13,15,9
2039,85021,Urban,58,Female,White,3,5,1,Widowed,Employed Part-time,2,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,3,2,1,1,1,1,1,2,16,22,2.3333333,8,18,13,14,12,10,14
1880,85306,Urban,53,Male,White,9,6,5,Married,Employed Full-time,2,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,1,1,2,1,1,1,2,2,1,0,12,18,4.3333335,8,13,13,15,21,21,7
1981,85286,Urban,46,Female,Asian,7,6,5,Married,Other,2,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Democracy,2,2,2,2,2,2,1,1,1,1,16,21,4,11,17,13,13,17,12,7
1672,85741,Rural,25,Male,Black,2,2,4,Married,Employed Part-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,3,1,0,0,0,2,1,3,14,15,1.3333334,13,12,13,14,12,6,7
2387,85203,Urban,49,Male,White,7,5,5,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,0,1,2,0,2,0,2,2,15,34,2,16,6,13,19,15,17,4
1530,85712,Urban,43,Male,Asian,8,6,1,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,2,2,1,1,2,1,1,17,26,2,5,17,14,15,9,13,10
2680,85711,Urban,51,Female,White,10,6,4,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,2,1,0,0,2,1,1,2,12,27,2.6666667,6,17,14,19,12,19,8
2809,85262,Urban,76,Male,White,4,5,6,Married,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,1,1,1,1,1,2,3,0,0,13,23,4,6,14,14,19,13,17,6
1816,85383,Urban,68,Male,White,9,3,3,Married,Retired,3,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,2,1,1,1,1,2,1,1,14,18,3.3333333,7,14,14,15,17,11,11
2216,85205,Urban,73,Male,White,2,4,2,Single,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,2,1,1,1,1,2,1,1,13,26,2.3333333,9,17,14,17,12,16,8
2449,85009,Rural,48,Female,Black,2,2,1,Single,Unemployed,0,0,That there is a well-functioning social system,Democracy,Democracy,Neither,3,3,2,3,1,1,1,2,1,1,18,15,2.6666667,9,12,14,14,12,18,11
2340,85338,Urban,52,Female,White,8,3,4,Married,Employed Part-time,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,1,2,2,1,2,1,0,2,17,19,3.3333333,9,11,14,19,18,19,14
1689,85213,Rural,60,Female,White,7,5,1,Seperated,Employed Full-time,2,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,2,3,1,1,1,1,1,1,2,1,14,19,4,9,18,14,17,11,10,6
2619,85298,Urban,26,Female,White,1,3,3,Single,Other,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,0,0,2,2,2,0,0,14,28,5,9,18,14,16,9,20,21
2612,85747,Urban,50,Female,White,2,2,6,Single,Employed Part-time,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,2,1,0,1,1,2,0,2,15,23,1.6666666,10,14,14,17,12,14,14
2365,85338,Rural,29,Female,White,7,3,4,Married,Other,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,0,2,2,1,0,2,1,3,0,14,18,2.6666667,12,11,14,17,10,13,17
2621,85705,Urban,32,Male,White,1,2,3,Single,Retired,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,1,2,0,2,3,0,0,1,13,26,2.6666667,12,13,14,10,6,12,12
2480,85705,Urban,44,Male,Native American,1,0,3,Single,Employed Part-time,1,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,2,2,0,0,0,2,3,1,0,0,10,34,3,13,12,14,17,12,18,9
2306,86047,Urban,54,Male,White,4,2,3,Seperated,Employed Part-time,1,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,1,1,1,1,2,1,1,1,14,23,3,14,12,14,15,14,15,8
1903,85254,Urban,76,Female,White,8,5,1,Seperated,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,1,2,0,1,1,2,1,0,2,1,11,20,3.6666667,14,12,14,20,17,15,11
2454,85143,Rural,65,Female,White,5,3,3,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Neither,2,3,1,1,0,2,2,1,0,1,13,28,2.3333333,17,10,14,20,9,20,4
1930,85260,Urban,76,Female,White,7,6,1,Widowed,Retired,3,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Democracy,3,2,3,2,2,2,0,1,1,2,18,31,4,5,11,15,19,14,17,8
1839,85212,Rural,68,Male,White,7,5,2,Married,Retired,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,1,0,0,3,0,3,0,0,13,27,1.3333334,6,13,15,19,14,16,6
1695,85929,Rural,18,Male,White,5,2,3,Single,Employed Part-time,3,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,1,0,1,1,2,2,0,1,13,27,3,6,16,15,13,10,19,19
1774,85338,Urban,30,Female,White,8,6,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,3,2,1,1,1,1,2,1,15,31,4.3333335,6,18,15,12,13,16,18
2044,85301,Rural,66,Female,White,4,3,2,Widowed,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,3,0,1,1,0,3,1,1,13,23,3,8,15,15,13,13,17,18
1635,86442,Rural,59,Male,White,10,6,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,2,2,1,1,1,1,1,2,14,27,3,8,14,15,15,11,17,15
2395,85281,Urban,66,Male,White,7,3,2,Married,Employed Full-time,3,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,1,2,1,1,1,1,2,0,2,13,24,3.6666667,8,14,15,15,18,15,11
1966,85396,Urban,62,Female,White,8,6,3,Married,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,0,1,1,1,2,1,0,2,12,31,4,8,9,15,19,16,15,14
1634,85381,Rural,58,Male,White,7,2,2,Married,Employed Full-time,1,2,That there is no great gap between rich and poor,Democracy,Democracy,Democracy,1,1,1,1,1,1,1,2,1,1,11,18,3,9,10,15,21,13,16,4
2121,85375,Urban,69,Male,White,8,6,1,Seperated,Employed Part-time,1,2,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,2,2,0,1,1,0,2,1,1,2,12,34,3,9,11,15,21,12,18,4
2287,85301,Urban,69,Female,White,4,5,2,Seperated,Retired,3,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,2,1,2,0,0,2,2,2,16,31,5,5,17,16,19,13,19,5
2209,85739,Rural,50,Female,White,5,4,4,Married,Retired,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,1,1,1,2,1,1,14,22,3.3333333,7,16,16,14,11,18,12
2339,85335,Urban,28,Female,White,7,6,3,Married,Other,2,1,That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,2,3,3,1,3,1,0,2,2,1,18,30,4,8,16,16,20,10,16,15
2592,85383,Urban,19,Female,White,3,2,3,Single,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,2,3,1,0,2,2,2,0,0,15,22,2,9,16,16,16,17,18,10
1452,85339,Urban,65,Female,White,8,4,3,Married,Employed Full-time,0,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,2,2,2,2,1,2,2,0,1,16,18,3,9,13,16,21,19,20,10
2300,85033,Urban,51,Male,White,9,5,4,Married,Employed Full-time,0,2,That there is a well-functioning social system,Democracy,Neither,Neither,2,0,0,0,1,2,0,2,1,1,9,31,3.6666667,9,12,16,15,17,11,9
2629,85331,Urban,56,Male,White,10,5,2,Married,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,1,1,0,1,0,1,1,2,1,1,9,26,2.3333333,11,12,16,17,14,18,12
2637,86442,Rural,75,Male,White,4,3,1,Single,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,0,0,1,1,0,1,3,1,9,32,3.3333333,11,10,16,14,9,15,15
2447,85635,Urban,78,Female,White,3,3,1,Widowed,Retired,1,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,1,1,1,1,1,1,1,2,1,12,24,4.3333335,11,14,16,20,16,20,4
2666,85086,Rural,39,Male,White,4,3,3,Single,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,0,2,1,1,1,2,0,1,2,12,24,2,12,13,16,15,13,16,12
1768,85009,Urban,18,Female,White,1,2,3,Single,Unemployed,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,3,2,1,1,2,1,1,1,15,24,2,12,13,16,14,14,11,15
2357,85281,Urban,18,Male,Asian,2,2,1,Single,Other,1,0,That there is no great gap between rich and poor,Autocracy,Neither,Autocracy,3,2,0,1,3,0,1,2,2,1,15,28,3.6666667,12,15,16,14,9,17,7
2655,0,Urban,35,Female,White,6,5,3,Married,Other,2,1,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,2,1,1,1,1,2,0,2,16,27,2.6666667,5,15,17,11,10,17,17
2553,85614,Rural,57,Female,White,5,2,2,Married,Unemployed,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,1,2,1,1,0,1,2,1,2,14,29,3.3333333,8,17,17,20,19,20,15
2699,85373,Urban,79,Female,White,2,3,1,Widowed,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,3,0,0,3,0,1,2,0,10,26,4.3333335,8,15,17,18,16,19,14
2484,85296,Urban,20,Female,White,3,2,3,Married,Employed Part-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,3,1,0,1,2,0,1,2,16,25,2.3333333,9,18,17,17,21,15,13
2431,85051,Urban,45,Male,Black,6,2,1,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,1,1,1,1,2,0,1,2,14,24,2.6666667,9,14,17,18,14,19,6
1613,85614,Urban,57,Female,White,1,3,2,Married,Unemployed,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,3,1,0,2,0,3,1,0,15,27,4,10,17,17,9,14,13,15
2518,85364,Urban,54,Female,White,1,3,1,Single,Employed Full-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,2,2,1,1,1,2,1,1,1,15,22,2,13,16,17,17,13,16,12
2014,85746,Urban,54,Male,White,5,4,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,1,1,1,1,3,0,1,15,28,2.6666667,5,18,18,19,19,17,20
2497,85021,Urban,41,Male,White,8,6,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,1,0,1,0,1,1,2,2,11,28,3.3333333,5,17,18,15,20,16,15
2686,85204,Urban,29,Male,Hispanic,7,4,5,Married,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,2,1,0,1,1,3,0,1,13,32,2,6,14,18,21,10,21,18
2083,85345,Urban,66,Female,White,7,5,2,Married,Employed Part-time,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,0,0,1,1,0,1,3,1,1,10,28,3,6,13,18,16,15,9,17
1630,85705,Urban,26,Male,Native American,1,2,4,Single,Unemployed,1,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,1,1,1,1,1,3,1,0,1,12,27,3.3333333,6,13,18,15,12,19,10
1915,85234,Urban,64,Female,Hispanic,7,4,4,Married,Employed Part-time,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,1,1,2,2,2,1,0,1,15,24,3,7,12,18,19,6,19,19
1563,85715,Urban,46,Male,White,7,5,1,Seperated,Employed Full-time,3,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,2,2,1,1,2,2,1,1,0,14,26,3,8,17,18,17,15,18,11
1565,85704,Urban,57,Male,Black,1,5,1,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,1,1,1,1,2,2,0,1,12,36,4,8,14,18,21,13,20,4
1763,85212,Urban,69,Male,White,5,6,4,Married,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,2,1,1,1,2,1,1,14,28,3.3333333,10,16,18,18,17,19,7
1804,85719,Urban,26,Female,White,2,2,6,Single,Employed Full-time,2,0,That there is no great gap between rich and poor,Autocracy,Democracy,Autocracy,0,2,3,0,0,2,1,1,1,1,11,34,2.3333333,11,12,18,15,13,19,18
1493,85658,Urban,20,Female,Hispanic,1,2,6,Single,Other,0,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,2,1,1,0,0,3,3,0,0,13,25,3,11,14,18,16,16,17,12
2062,85308,Urban,43,Female,White,4,5,4,Seperated,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,1,0,0,2,3,0,1,0,13,28,2.3333333,12,14,18,16,9,18,12
1748,85379,Urban,18,Male,White,9,1,4,Single,Other,0,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,3,0,0,1,1,1,0,2,2,1,11,13,2.3333333,5,10,19,7,5,13,21
2251,86004,Urban,20,Male,Black,6,2,6,Single,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,3,0,1,1,1,3,0,1,16,31,3.3333333,5,15,19,12,15,19,17
2559,85006,Urban,47,Female,White,5,4,1,Single,Employed Part-time,2,1,That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,1,2,1,1,1,3,2,0,0,14,25,3.6666667,5,17,19,17,16,16,12
1848,85028,Urban,36,Female,White,8,6,3,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,2,1,1,3,0,1,1,16,21,4,8,16,19,17,9,13,15
1455,85716,Urban,30,Female,White,6,2,4,Seperated,Other,2,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,1,1,1,1,1,2,2,0,1,13,29,4.3333335,8,15,19,21,15,19,9
2584,85752,Urban,47,Male,White,9,6,5,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,1,3,1,0,3,1,1,15,34,4.3333335,5,14,20,20,16,17,7
1509,85716,Urban,50,Male,White,6,5,1,Single,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,1,0,2,1,1,0,2,14,29,2.6666667,8,18,20,12,12,11,15
1570,86442,Urban,74,Female,White,5,5,2,Married,Employed Part-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,0,1,1,0,0,2,2,1,1,10,28,3,8,15,20,20,19,19,5
2064,0,Urban,59,Male,Hispanic,2,3,1,Single,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,2,1,1,1,3,0,1,17,23,4,9,15,20,11,7,16,18
1783,0,Urban,48,Female,White,5,2,4,Married,Other,3,0,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,0,0,0,0,0,0,3,0,3,9,36,3.6666667,5,14,21,16,8,21,21
2433,85739,Urban,50,Female,White,5,5,2,Married,Employed Part-time,2,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,3,1,1,0,1,2,1,0,2,13,30,4.3333335,5,14,21,21,19,20,5
1545,85016,Urban,36,Other,White,2,4,1,Married,Unemployed,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,3,1,1,3,1,0,3,1,1,1,15,26,3,6,17,21,16,11,15,15
2292,85345,Rural,32,Male,Hispanic,1,3,3,Single,Unemployed,1,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,0,3,2,0,0,1,1,1,2,1,11,29,4,6,15,21,15,17,21,21
1757,85281,Urban,26,Male,White,2,3,2,Single,Employed Full-time,0,1,That there is a well-functioning social system,Democracy,Neither,Neither,3,2,0,2,0,0,3,3,0,0,13,27,2,8,17,21,17,14,21,18
1786,85032,Urban,77,Female,White,4,5,2,Married,Retired,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,2,1,0,2,0,2,1,1,15,25,3,8,16,21,21,19,17,7
1532,85138,Rural,61,Female,White,8,3,4,Widowed,Retired,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,1,2,3,2,1,1,2,3,0,0,15,28,5,8,14,21,21,19,20,7
1535,85714,Rural,27,Female,Hispanic,4,3,5,Single,Employed Full-time,1,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,0,1,0,2,1,2,1,1,1,11,25,3,9,15,21,18,10,21,15
1701,85635,Urban,23,Male,White,1,2,1,Single,Unemployed,0,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,2,2,2,1,1,2,2,1,0,16,17,2.3333333,11,16,21,20,17,21,3
2397,85706,Urban,28,Female,Hispanic,4,3,1,Single,Employed Full-time,0,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,0,0,0,0,0,0,3,0,3,9,28,2.3333333,11,9,21,21,18,17,12
2210,85737,Urban,37,Female,Asian,6,3,2,Married,Employed Part-time,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,0,0,0,0,0,1,0,2,3,9,33,1.6666666,12,10,21,21,13,17,11
2513,85297,Urban,53,Female,White,4,4,1,Seperated,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,3,0,2,0,1,3,2,0,0,14,28,3.6666667,12,14,21,17,18,21,10
1732,85706,Urban,39,Female,Native American,1,2,3,Married,Other,0,2,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,3,2,2,3,1,2,1,1,2,0,17,21,2.3333333,15,14,21,18,14,21,12
1456,85225,Urban,55,Male,White,8,3,2,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,1,0,3,1,0,2,1,1,14,29,3,8,14,6,18,9,16,5
2727,85345,Rural,45,Female,White,1,2,6,Single,Employed Part-time,0,1,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,3,3,0,0,3,2,0,0,17,7,3,7,11,7,13,14,11,18
1528,85006,Urban,41,Male,Hispanic,2,2,5,Single,Employed Full-time,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,1,1,2,3,0,1,2,1,1,14,15,2.6666667,11,13,7,9,13,14,11
2013,85048,Urban,66,Female,White,6,3,1,Seperated,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,1,0,2,0,0,0,0,3,0,2,8,32,3,5,15,9,20,8,19,13
2850,85298,Urban,18,Male,White,7,2,6,Married,Employed Part-time,2,2,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Autocracy,2,2,3,2,1,1,1,2,1,0,15,17,2.3333333,11,11,9,11,14,13,12
1836,86004,Urban,32,Male,White,2,5,3,Single,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,1,1,1,1,1,1,1,1,1,1,10,18,3,11,14,9,10,9,12,12
2599,85015,Urban,37,Female,Black,2,2,6,Married,Unemployed,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,0,1,3,2,0,0,2,3,0,0,11,28,3.3333333,11,16,9,17,11,14,14
1610,85367,Rural,82,Male,White,6,4,2,Married,Retired,1,2,That there is a well-functioning social system,Democracy,Neither,Democracy,2,2,1,2,1,2,1,0,1,1,13,27,3.6666667,11,9,9,12,11,20,4
2722,85132,Rural,60,Male,White,7,4,3,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,0,2,1,1,1,1,1,1,13,18,3,13,8,9,20,15,13,4
2707,85257,Urban,75,Male,White,1,5,1,Single,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,1,1,0,0,3,1,1,0,11,21,3.6666667,5,13,10,13,8,17,17
2651,85044,Urban,24,Female,White,8,6,3,Married,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,0,1,0,1,0,3,1,0,11,27,3.3333333,6,9,10,17,17,18,16
2206,85374,Urban,71,Male,White,9,3,2,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,1,1,1,1,1,1,1,1,11,21,3,7,13,10,15,8,11,8
2094,86409,Urban,40,Male,White,4,4,4,Single,Unemployed,2,0,That there is a well-functioning social system,Autocracy,Neither,Neither,1,1,1,1,1,1,1,1,1,1,10,12,3,10,10,10,14,11,12,12
