Respondent ID,Respondant Zip Code,Urban or Rural,Age,Gender,Ethnicity,Income,Education,Household Size,Marital,Employment,Elections: I think elections are fair and reliable Re-scaled see document for rescaling,"Last Election: Didn't Vote 0, Democrat 1, Republican 2",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live?,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions?,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled: 0=no impact 3=high impact,Energy Crisis Re-scaled 0=no impact 3=high impact,Climate Change Re-scaled 0=no impact 3=high impact,Lack of Natural Resources Re-scaled 0=no impact 3=high impact,Militarty Conflicts Re-scaled 0=no impact 3=high impact,Interstate Conflicts Re-scaled 0=no impact 3=high impact,Employment and Livelihood Re-scaled 0=no impact 3=high impact,Infectious Disease Re-scaled 0=no impact 3=high impact,AI Re-scaled 0=no impact 3=high impact,Cybersecurity Re-scaled 0=no impact 3=high impact,Composite Crisis Score (Sum of all Crisis Scores),Systems Thinking Score 0-1,Trust Score 0-1,Conspiracy 0-1,Complexity 0-1,Openness 0-1,Conscientiousness 0-1,Extraversion 0-1,Agreeableness 0-1,Neuroticism 0-1
2200,85019,Rural,34,Female,Native American,5,6,6,Married,Employed Full-time,1,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,3,2,0,1,1,1,3,1,1,1,14,0.6111111111,0.5,0.3333333333,0.3333333333,0.7777777778,0.7777777778,0.3888888889,0.7777777778,0.6111111111
2145,85331,Urban,64,Female,White,9,3,3,Married,Retired,2,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,1,2,1,1,1,1,2,1,2,14,0.6388888889,0.583333325,0.4,0.7333333333,0.7777777778,0.7222222222,0.6666666667,0.5555555556,0.5
2175,85607,Urban,19,Male,Hispanic,3,2,4,Single,Employed Full-time,0,0,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Neither,3,2,2,3,1,0,3,2,1,1,18,0.8055555556,0.16666665,0.6,0.6,0.7777777778,0.6666666667,0.6666666667,0.8333333333,0.2222222222
2450,85037,Urban,34,Female,Hispanic,7,2,4,Married,Unemployed,2,0,That there is a well-functioning social system,Autocracy,Neither,Autocracy,0,2,2,2,0,1,0,1,2,3,13,0.6944444444,0.08333335,0.7333333333,0.2666666667,0.7777777778,0.9444444444,0.8333333333,0.9444444444,0.3333333333
2718,86314,Urban,55,Female,White,1,3,2,Seperated,Retired,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,1,2,1,2,2,1,1,1,17,0.6111111111,0.333333325,0.7333333333,0.5333333333,0.7777777778,0.5555555556,0.4444444444,0.4444444444,0.7777777778
2029,85301,Urban,51,Male,White,2,3,1,Single,Unemployed,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,1,0,1,3,0,3,2,0,2,15,0.5833333333,0.666666675,0,0.6,0.8333333333,0.8888888889,0.6666666667,0.5,0.2777777778
2818,85035,Urban,22,Male,White,6,2,5,Single,Unemployed,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,2,1,3,2,0,1,19,0.8055555556,0.666666675,0,0.7333333333,0.8333333333,1,0.9444444444,0.9444444444,0.1111111111
2037,85742,Urban,69,Female,White,4,6,1,Seperated,Retired,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,1,1,1,1,1,1,0,2,2,2,12,0.9166666667,0.833333375,0,0.9333333333,0.8333333333,0.8333333333,0.7222222222,0.7222222222,0.5555555556
1518,85204,Urban,27,Female,Hispanic,5,4,6,Married,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,3,1,0,1,3,1,0,2,17,0.3055555556,0.08333335,0.2,0.6666666667,0.8333333333,0.9444444444,0.3888888889,0.5555555556,0.5555555556
1600,85381,Urban,74,Male,White,5,5,3,Seperated,Employed Part-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,1,0,1,1,1,2,2,1,1,13,0.8888888889,0.16666665,0.2,0.1333333333,0.8333333333,0.6111111111,0.7777777778,0.5555555556,0.3888888889
1975,85374,Rural,58,Male,White,6,6,4,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,3,0,0,0,1,2,2,1,1,13,0.6388888889,0.583333325,0.2666666667,0.4,0.8333333333,0.9444444444,0.7777777778,0.8333333333,0.7222222222
2669,85295,Urban,47,Male,White,9,5,3,Married,Employed Full-time,1,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,0,1,0,1,0,2,3,0,2,11,0.7222222222,0.333333325,0.3333333333,0.6666666667,0.8333333333,0.7777777778,0.7222222222,0.5555555556,0.6666666667
1489,85087,Rural,56,Female,White,7,4,3,Widowed,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,1,2,2,2,2,2,2,1,0,17,0.6666666667,0.833333375,0.3333333333,0.5333333333,0.8333333333,0.8888888889,0.8888888889,0.6111111111,0.4444444444
2687,85710,Urban,64,Female,White,5,5,1,Seperated,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,2,2,2,1,1,1,1,2,1,2,15,0.6944444444,0.25,0.4,0.5333333333,0.8333333333,0.5555555556,0.8888888889,0.9444444444,0.1111111111
2753,85048,Urban,41,Female,Asian,9,5,4,Married,Employed Part-time,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,1,3,1,1,2,1,2,1,1,15,0.75,0.333333325,0.4,0.6,0.8333333333,0.7222222222,0.5,0.7777777778,0.6111111111
2606,85501,Rural,27,Male,White,1,3,3,Single,Unemployed,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,2,0,1,1,1,3,1,0,2,14,0.5833333333,0.416666675,0.6,0.2,0.8333333333,0.5555555556,0.2222222222,0.5,0.3888888889
2405,85392,Urban,24,Male,White,1,5,1,Single,Other,2,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,2,1,1,1,2,1,2,1,16,1,0.5,0.3333333333,0.6,0.8888888889,0.6111111111,0.8333333333,0.7777777778,0.5555555556
1534,85142,Rural,36,Female,Black,7,4,5,Seperated,Employed Part-time,0,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,1,1,1,2,3,1,0,17,0.6944444444,0,0.4666666667,0.6,0.8888888889,0.8888888889,0.3888888889,0.9444444444,0.6111111111
1550,85024,Urban,48,Male,White,5,5,1,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,3,2,3,0,1,1,2,21,0.8888888889,0.75,0,0.7333333333,0.9444444444,0.8333333333,0.9444444444,0.7222222222,0.3333333333
1828,85738,Urban,67,Female,White,4,5,1,Single,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,3,2,2,1,1,1,3,1,1,1,16,0.4722222222,0.416666675,0.4,0.6,0.9444444444,0.4444444444,0.5555555556,0.5555555556,0.8888888889
2664,85201,Urban,22,Female,Black,3,3,6,Single,Other,0,0,That there is no great gap between rich and poor,Autocracy,Neither,Neither,3,3,3,3,0,0,3,3,0,1,19,0.5,0.333333325,0,0.4,1,0.7777777778,0.3888888889,0.9444444444,0.7777777778
1777,85326,Rural,22,Male,White,1,2,4,Single,Employed Part-time,2,0,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,2,3,0,3,1,3,0,3,0,18,0.8611111111,0.416666675,0.06666666667,0.6,1,0.7222222222,0.05555555556,0.6666666667,0.6666666667
2116,85250,Urban,36,Female,White,8,6,4,Married,Employed Full-time,3,2,That the people elect the respective head of state in free elections,Democracy,Autocracy,Autocracy,2,1,2,1,1,1,2,2,1,1,14,0.75,0.5,0.1333333333,0.6,1,1,0.7222222222,0.6666666667,0.4444444444
2461,85006,Urban,54,Female,Hispanic,2,3,1,Single,Employed Part-time,1,1,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Neither,3,2,1,1,3,2,1,2,1,1,17,0.8611111111,0.5,0.2,0.4666666667,1,0.6111111111,0.7222222222,0.9444444444,0.3333333333
2604,85204,Urban,29,Male,Hispanic,4,2,1,Single,Employed Full-time,2,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Autocracy,2,0,0,1,0,1,3,2,1,0,10,0.6666666667,0.666666675,0.2,0.3333333333,1,0.7222222222,0.9444444444,0.6666666667,0.1111111111
1536,85282,Urban,39,Male,Hispanic,6,2,6,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,1,2,1,1,2,1,1,2,1,14,0.6944444444,0.75,0.2,0.6,1,0.8333333333,0.5555555556,0.9444444444,0.05555555556
1794,85254,Urban,58,Female,White,9,6,2,Married,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,2,2,1,1,1,3,1,1,15,0.8888888889,0.916666625,0.2,0.8,1,0.8888888889,0.5555555556,0.9444444444,0.5555555556
2481,0,Urban,55,Female,White,1,5,2,Seperated,Unemployed,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,3,3,2,1,2,0,0,2,3,2,18,0.8611111111,0.416666675,0.2666666667,0.8666666667,1,0.9444444444,0.4444444444,0.9444444444,0.6111111111
2336,85281,Rural,40,Male,Hispanic,2,3,1,Single,Employed Part-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Democracy,3,3,1,3,1,0,3,2,1,1,18,0.7222222222,0.5,0.2666666667,0.6,1,0.9444444444,0.6666666667,0.5,0.6111111111
2089,85041,Rural,47,Male,Hispanic,4,2,4,Seperated,Employed Full-time,0,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,2,1,1,1,1,1,2,0,3,14,0.6944444444,0.5,0.3333333333,0.5333333333,1,0.8888888889,0.8333333333,0.7777777778,0.2777777778
1625,85259,Urban,78,Male,White,7,3,3,Married,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,1,2,2,1,1,2,2,1,17,0.6666666667,0.916666625,0.4,0.4666666667,1,1,0.6666666667,1,0
1942,86047,Rural,18,Male,Native American,3,2,4,Single,Employed Full-time,3,0,That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Autocracy,2,2,2,0,2,1,2,2,0,2,15,0.5833333333,0.25,0.4666666667,0.6,1,0.7777777778,0.4444444444,0.4444444444,0.6666666667
2333,85746,Urban,44,Male,Hispanic,1,2,4,Single,Unemployed,2,0,That the people elect the respective head of state in free elections,Autocracy,Autocracy,Autocracy,1,1,1,1,1,1,3,1,1,1,12,1,0.333333325,0.5333333333,0.4,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667
1697,85711,Urban,37,Male,White,1,1,5,Seperated,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,2,1,2,2,1,1,1,1,13,0.4166666667,0.5,0.06666666667,0.6,0,0,0.3333333333,0,0.5
2676,85379,Urban,35,Female,White,9,5,6,Married,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,0,0,1,1,3,1,0,12,0.6666666667,0.666666675,0.06666666667,0.4,0.1666666667,0.8333333333,0.3888888889,0.8888888889,0.5
1745,85143,Urban,72,Female,White,7,3,2,Married,Retired,2,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,1,1,2,1,2,1,1,2,1,1,13,0.4722222222,0.583333325,0.2,0.4,0.1666666667,0.8333333333,0.2222222222,0.7777777778,0.7777777778
2548,85206,Urban,72,Female,White,2,3,1,Single,Retired,1,0,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,3,2,0,0,0,3,0,3,17,0.8055555556,0.333333325,0.2,0.8666666667,0.2777777778,0.5555555556,0.2222222222,0.9444444444,0.5555555556
2420,85297,Rural,36,Female,Hispanic,6,6,6,Married,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,1,3,0,2,3,1,0,0,16,0.5277777778,0.333333325,0.2666666667,0.6666666667,0.2777777778,1,0.7222222222,0.5555555556,0.6666666667
2016,85620,Rural,37,Female,Hispanic,2,3,6,Married,Other,1,0,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,2,1,2,1,1,0,2,2,0,2,13,0.5833333333,0.25,0.06666666667,0.6666666667,0.3333333333,0.7777777778,0.2777777778,0.6111111111,0.7222222222
2675,85730,Urban,72,Female,White,10,5,2,Married,Retired,3,1,That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,2,2,2,2,1,1,1,2,1,1,15,0.3611111111,0.583333325,0.2,0.6,0.3333333333,0.8333333333,0.4444444444,0.6111111111,0.3333333333
2939,85301,Rural,28,Male,Hispanic,4,2,4,Married,Employed Full-time,2,0,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,1,1,1,1,1,1,1,1,1,2,11,0.4166666667,0.333333325,0.2666666667,0.4,0.3333333333,0.6111111111,0.1111111111,0.4444444444,0.2222222222
2043,0,Rural,83,Male,White,4,3,2,Married,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,1,2,2,1,1,1,1,15,0.7222222222,0.833333375,0.3333333333,0.2666666667,0.3333333333,0.7222222222,0.2777777778,0.7777777778,0.1666666667
1845,85933,Rural,51,Male,White,7,5,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,2,0,0,0,0,2,3,0,1,10,0.5833333333,0.5,0,0.7333333333,0.3888888889,0.7777777778,0.7222222222,0.4444444444,0.3333333333
2303,85705,Urban,46,Male,White,2,3,1,Seperated,Other,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,1,0,2,1,2,3,0,0,14,0.4722222222,0.5,0.2,0.6,0.3888888889,0.7777777778,0.8333333333,0.6666666667,0.5
2821,85641,Rural,51,Male,White,10,6,1,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,1,2,1,0,0,3,2,0,1,13,0.6666666667,0.583333325,0,0.6,0.4444444444,0.5555555556,0.2222222222,0.7777777778,0.3333333333
1969,85396,Rural,74,Male,White,8,4,2,Married,Retired,2,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,2,1,2,2,2,1,1,1,1,16,0.6944444444,1,0,0.6,0.4444444444,0.6111111111,0.4444444444,0.8888888889,0.1666666667
2443,86301,Urban,60,Female,White,4,5,2,Married,Retired,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,1,2,0,0,1,0,3,0,2,12,0.9722222222,0.416666675,0.2,0.6,0.4444444444,0.8333333333,0.1666666667,0.6666666667,0.3333333333
2738,85215,Urban,28,Female,White,8,5,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,1,1,0,3,1,1,14,0.6944444444,0.583333325,0.2,0.6666666667,0.4444444444,0.7222222222,0.4444444444,0.8333333333,0.8888888889
1678,85212,Urban,52,Male,Hispanic,10,6,4,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,1,2,0,2,1,1,14,0.25,0.666666675,0.2,0.7333333333,0.4444444444,0.6111111111,0.9444444444,0.4444444444,0.3333333333
2046,86325,Rural,63,Female,White,7,3,1,Seperated,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,2,2,1,1,1,1,1,1,2,14,0.6388888889,0.583333325,0.2666666667,0.9333333333,0.4444444444,1,0.6111111111,0.6666666667,0.7222222222
2436,85212,Urban,85,Male,White,8,6,2,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,3,2,0,2,0,2,16,0.6666666667,0.666666675,0.2666666667,0.6,0.4444444444,0.6111111111,0.5555555556,0.7222222222,0.2777777778
2158,85901,Rural,72,Female,White,4,3,2,Married,Retired,1,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,2,2,1,1,1,1,0,1,1,3,13,0.7777777778,0.5,0.3333333333,0.5333333333,0.4444444444,0.7777777778,0.5,0.6666666667,0.3333333333
1733,85212,Urban,46,Female,White,6,5,2,Single,Employed Full-time,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,2,3,1,0,1,3,0,0,2,15,0.7777777778,0.16666665,0.5333333333,0.8,0.4444444444,0.7222222222,0.2777777778,0.8333333333,1
1897,85297,Urban,49,Female,White,7,5,1,Married,Other,1,2,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,3,0,0,0,0,0,3,3,0,0,9,0.5277777778,0.833333375,0.5333333333,0.4,0.4444444444,0.7777777778,0.3333333333,0.6666666667,0.9444444444
1585,85706,Urban,72,Female,White,4,3,4,Widowed,Retired,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,1,0,0,0,2,1,1,0,3,1,9,0.6388888889,0.583333325,0.6,0.1333333333,0.4444444444,0.8888888889,0.7222222222,0.8333333333,0.3333333333
2394,85756,Urban,41,Male,White,4,5,5,Single,Employed Full-time,3,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,0,0,0,0,0,0,3,3,0,9,0.7777777778,0.333333325,0,0.6666666667,0.5,0.6666666667,0,0.3333333333,0.6666666667
1676,85205,Urban,49,Female,Hispanic,9,3,3,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,2,1,1,1,1,1,1,2,1,13,0.7222222222,0.583333325,0,0.5333333333,0.5,0.7777777778,0.7777777778,0.7777777778,0.4444444444
1686,85748,Urban,24,Male,Hispanic,6,2,5,Single,Unemployed,0,0,That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,3,2,1,2,0,3,1,0,2,17,0.75,0.5,0.06666666667,0.6,0.5,0.6111111111,0.6111111111,0.6666666667,0.4444444444
2337,85650,Urban,77,Male,White,8,5,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,1,0,0,2,0,1,2,1,10,0.7222222222,0.583333325,0.1333333333,0.5333333333,0.5,0.8333333333,0.5555555556,0.6666666667,0.3888888889
1861,85208,Urban,44,Male,White,8,6,4,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,0,0,0,1,3,0,1,1,11,0.7777777778,0.583333325,0.1333333333,0.1333333333,0.5,0.9444444444,0.8333333333,0.8888888889,0.2222222222
2087,85143,Rural,64,Female,White,4,2,3,Seperated,Retired,3,0,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,1,1,1,1,1,1,2,1,13,0.4444444444,0.583333325,0.2666666667,0.4666666667,0.5,1,0.2777777778,1,0.2222222222
1619,86442,Rural,49,Female,White,7,5,3,Married,Employed Full-time,3,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,1,2,1,2,0,2,1,1,16,0.6388888889,0.416666675,0.4,0.4666666667,0.5,0.7222222222,0.5555555556,0.7222222222,0.6111111111
2444,85204,Urban,42,Female,Other,2,2,1,Seperated,Other,2,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,0,0,0,0,3,3,0,0,12,0.5555555556,0.333333325,0.4666666667,0.4,0.5,0.6666666667,0.5,0.7222222222,0.8333333333
2230,85351,Urban,70,Male,White,4,3,2,Seperated,Unemployed,3,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,3,2,3,3,0,2,1,0,17,0.6388888889,0.5,0,0.6666666667,0.5555555556,0.8333333333,0.2777777778,0.3888888889,0.3333333333
2825,86001,Rural,53,Male,Asian,10,6,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,3,0,2,0,1,3,1,1,14,0.75,0.916666625,0,0.6,0.5555555556,0.8333333333,0.2777777778,0.8333333333,0.3333333333
1693,85224,Urban,56,Female,Hispanic,4,4,6,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,1,1,1,1,2,1,1,13,0.6388888889,0.333333325,0.06666666667,0.5333333333,0.5555555556,0.8888888889,0.5555555556,0.9444444444,0.7222222222
1636,85016,Urban,53,Female,White,1,6,1,Seperated,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,1,1,1,0,3,1,1,15,0.6666666667,0.833333375,0.1333333333,0.8,0.5555555556,0.7777777778,0.5555555556,0.6666666667,0.3333333333
2039,85021,Urban,58,Female,White,3,5,1,Widowed,Employed Part-time,2,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,3,2,1,1,1,1,1,2,16,0.6111111111,0.333333325,0.2,0.8666666667,0.5555555556,0.6111111111,0.5,0.3888888889,0.6111111111
1880,85306,Urban,53,Male,White,9,6,5,Married,Employed Full-time,2,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,1,1,2,1,1,1,2,2,1,0,12,0.5,0.833333375,0.2,0.5333333333,0.5555555556,0.6666666667,1,1,0.2222222222
1981,85286,Urban,46,Female,Asian,7,6,5,Married,Other,2,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Democracy,2,2,2,2,2,2,1,1,1,1,16,0.5833333333,0.75,0.4,0.8,0.5555555556,0.5555555556,0.7777777778,0.5,0.2222222222
1672,85741,Rural,25,Male,Black,2,2,4,Married,Employed Part-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,3,1,0,0,0,2,1,3,14,0.4166666667,0.08333335,0.5333333333,0.4666666667,0.5555555556,0.6111111111,0.5,0.1666666667,0.2222222222
2387,85203,Urban,49,Male,White,7,5,5,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,0,1,2,0,2,0,2,2,15,0.9444444444,0.25,0.7333333333,0.06666666667,0.5555555556,0.8888888889,0.6666666667,0.7777777778,0.05555555556
1530,85712,Urban,43,Male,Asian,8,6,1,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,2,2,1,1,2,1,1,17,0.7222222222,0.25,0,0.8,0.6111111111,0.6666666667,0.3333333333,0.5555555556,0.3888888889
2680,85711,Urban,51,Female,White,10,6,4,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,2,1,0,0,2,1,1,2,12,0.75,0.416666675,0.06666666667,0.8,0.6111111111,0.8888888889,0.5,0.8888888889,0.2777777778
2809,85262,Urban,76,Male,White,4,5,6,Married,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,1,1,1,1,1,2,3,0,0,13,0.6388888889,0.75,0.06666666667,0.6,0.6111111111,0.8888888889,0.5555555556,0.7777777778,0.1666666667
1816,85383,Urban,68,Male,White,9,3,3,Married,Retired,3,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,2,1,1,1,1,2,1,1,14,0.5,0.583333325,0.1333333333,0.6,0.6111111111,0.6666666667,0.7777777778,0.4444444444,0.4444444444
2216,85205,Urban,73,Male,White,2,4,2,Single,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,2,1,1,1,1,2,1,1,13,0.7222222222,0.333333325,0.2666666667,0.8,0.6111111111,0.7777777778,0.5,0.7222222222,0.2777777778
2449,85009,Rural,48,Female,Black,2,2,1,Single,Unemployed,0,0,That there is a well-functioning social system,Democracy,Democracy,Neither,3,3,2,3,1,1,1,2,1,1,18,0.4166666667,0.416666675,0.2666666667,0.4666666667,0.6111111111,0.6111111111,0.5,0.8333333333,0.4444444444
2340,85338,Urban,52,Female,White,8,3,4,Married,Employed Part-time,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,1,2,2,1,2,1,0,2,17,0.5277777778,0.583333325,0.2666666667,0.4,0.6111111111,0.8888888889,0.8333333333,0.8888888889,0.6111111111
1689,85213,Rural,60,Female,White,7,5,1,Seperated,Employed Full-time,2,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,2,3,1,1,1,1,1,1,2,1,14,0.5277777778,0.75,0.2666666667,0.8666666667,0.6111111111,0.7777777778,0.4444444444,0.3888888889,0.1666666667
2619,85298,Urban,26,Female,White,1,3,3,Single,Other,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,0,0,2,2,2,0,0,14,0.7777777778,1,0.2666666667,0.8666666667,0.6111111111,0.7222222222,0.3333333333,0.9444444444,1
2612,85747,Urban,50,Female,White,2,2,6,Single,Employed Part-time,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,2,1,0,1,1,2,0,2,15,0.6388888889,0.16666665,0.3333333333,0.6,0.6111111111,0.7777777778,0.5,0.6111111111,0.6111111111
2365,85338,Rural,29,Female,White,7,3,4,Married,Other,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,0,2,2,1,0,2,1,3,0,14,0.5,0.416666675,0.4666666667,0.4,0.6111111111,0.7777777778,0.3888888889,0.5555555556,0.7777777778
2621,85705,Urban,32,Male,White,1,2,3,Single,Retired,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,1,2,0,2,3,0,0,1,13,0.7222222222,0.416666675,0.4666666667,0.5333333333,0.6111111111,0.3888888889,0.1666666667,0.5,0.5
2480,85705,Urban,44,Male,Native American,1,0,3,Single,Employed Part-time,1,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,2,2,0,0,0,2,3,1,0,0,10,0.9444444444,0.5,0.5333333333,0.4666666667,0.6111111111,0.7777777778,0.5,0.8333333333,0.3333333333
2306,86047,Urban,54,Male,White,4,2,3,Seperated,Employed Part-time,1,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,1,1,1,1,2,1,1,1,14,0.6388888889,0.5,0.6,0.4666666667,0.6111111111,0.6666666667,0.6111111111,0.6666666667,0.2777777778
1903,85254,Urban,76,Female,White,8,5,1,Seperated,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,1,2,0,1,1,2,1,0,2,1,11,0.5555555556,0.666666675,0.6,0.4666666667,0.6111111111,0.9444444444,0.7777777778,0.6666666667,0.4444444444
2454,85143,Rural,65,Female,White,5,3,3,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Neither,2,3,1,1,0,2,2,1,0,1,13,0.7777777778,0.333333325,0.8,0.3333333333,0.6111111111,0.9444444444,0.3333333333,0.9444444444,0.05555555556
1930,85260,Urban,76,Female,White,7,6,1,Widowed,Retired,3,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Democracy,3,2,3,2,2,2,0,1,1,2,18,0.8611111111,0.75,0,0.4,0.6666666667,0.8888888889,0.6111111111,0.7777777778,0.2777777778
1839,85212,Rural,68,Male,White,7,5,2,Married,Retired,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,1,0,0,3,0,3,0,0,13,0.75,0.08333335,0.06666666667,0.5333333333,0.6666666667,0.8888888889,0.6111111111,0.7222222222,0.1666666667
1695,85929,Rural,18,Male,White,5,2,3,Single,Employed Part-time,3,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,1,0,1,1,2,2,0,1,13,0.75,0.5,0.06666666667,0.7333333333,0.6666666667,0.5555555556,0.3888888889,0.8888888889,0.8888888889
